b9a73a9564370a8c548665f0ceec4c9f96342c1eb2aa0c4a7f05477ccee1f95b,b7d4464857cae5fd297ee44b6be1015a253022b8eb09279be9cf521697e22f89,10e16b35b463d45f38f68a83b3c65c2ca8feb4bfdbe552e2ac92ef1ad00d2fd8,47645ed2aa403705bdd9484729f656a851c368f461eafad4f3178c79a4d8cb81,8dfd9dd36a1354d4400f7c097619a80abf987fb4083b3c246d47c6de6edd4987,b51fb9762f1de6cecb3cbeb085ed731bd04bfc8da97ff4d1763f3dbe603e4491,604152312f56c4e4b75fb1b428e65e1bdb5108d5dedda03f21624ce2800120e9,4b1b1b38636dbcbf50ce137b86751daf6ca166750e701a808f581adf3a87d2c9,35be4e2f10d6ddbb788e6a898c5b43540f920fbf58764e1de323fd74617931dc,05172864f4dbfcac2f5ea58619a40ed1ea99ca55f07c176decb40f7e61a1929e,7d21b0a84cca1882783de13d1c5bb410658455cab9ceace8655275494b7cb27f,34c6ddc6276c70deb37e4e92d5ba8d5e0c182a794b6b7bddb8c74190ad5e3b81
"據說能使優花梨突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","優花梨專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41034","1","0","0"
"據說能使鏡華突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","鏡華專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41036","1","0","0"
"據說能使智突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","智專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41037","1","0","0"
"據說能使栞突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","栞專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41038","1","0","0"
"據說能使碧突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","碧專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41040","1","0","0"
"據說能使千歌突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","千歌專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41042","1","0","0"
"據說能使真琴突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","真琴專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41043","1","0","0"
"據說能使伊莉亞突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","伊莉亞專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41044","1","0","0"
"據說能使空花突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","空花專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41045","1","0","0"
"據說能使珠希突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","珠希專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41046","1","0","0"
"據說能使純突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","純專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41047","1","0","0"
"據說能使美冬突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","美冬專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41048","1","0","0"
"據說能使靜流突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","靜流專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41049","1","0","0"
"據說能使美咲突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","美咲專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41050","1","0","0"
"據說能使深月突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","深月專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41051","1","0","0"
"據說能使莉瑪突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","莉瑪專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41052","1","0","0"
"據說能使莫妮卡突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","莫妮卡專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41053","1","0","0"
"據說能使紡希突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","紡希專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41054","1","0","0"
"據說能使步未突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","步未專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41055","1","0","0"
"據說能使流夏突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","流夏專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41056","1","0","0"
"據說能使吉塔突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","吉塔專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41057","1","0","0"
"據說能使貪吃佩可突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","貪吃佩可專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41058","1","0","0"
"據說能使可可蘿突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","可可蘿專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41059","1","0","0"
"據說能使凱留突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","凱留專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41060","1","0","0"
"據說能使矛依未突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","矛依未專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41061","1","0","0"
"據說能使亞里莎突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","亞里莎專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41063","1","0","0"
"據說能使雪菲突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","雪菲專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41064","1","0","0"
"據說能使嘉夜突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","嘉夜專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41065","1","0","0"
"據說能使祈梨突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","祈梨專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41066","1","0","0"
"據說能使帆稀突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","帆稀專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41067","1","0","0"
"據說能使拉比林斯達突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","拉比林斯達專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41068","1","0","0"
"據說能使霸瞳皇帝突破力量極限並更為提升的戒指。裝備後能使角色Lv突破極限並超越主角Lv。","0","霸瞳皇帝專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41069","1","0","0"
"據說能使似似花突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","似似花專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41070","1","0","0"
"據說能使克莉絲提娜突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","克莉絲提娜專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41071","1","0","0"
"據說能使貪吃佩可（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","貪吃佩可（夏日）專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41075","1","0","0"
"據說能使可可蘿（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","可可蘿（夏日）專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41076","1","0","0"
"據說能使鈴莓（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","鈴莓（夏日）專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41077","1","0","0"
"據說能使凱留（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","凱留（夏日）專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41078","1","0","0"
"據說能使珠希（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","珠希（夏日）專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41079","1","0","0"
"據說能使美冬（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","美冬（夏日）專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41080","1","0","0"
"據說能使忍（萬聖節）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","忍（萬聖節）專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41081","1","0","0"
"據說能使宮子（萬聖節）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","宮子（萬聖節）專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41082","1","0","0"
"據說能使美咲（萬聖節）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","美咲（萬聖節）專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41083","1","0","0"
"據說能使千歌（聖誕節）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","千歌（聖誕節）專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41084","1","0","0"
"據說能使胡桃（聖誕節）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","胡桃（聖誕節）專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41085","1","0","0"
"據說能使綾音（聖誕節）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","綾音（聖誕節）專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41086","1","0","0"
"據說能使日和（新年）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","日和（新年）專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41087","1","0","0"
"據說能使優衣（新年）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","優衣（新年）專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41088","1","0","0"
"據說能使怜（新年）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","怜（新年）專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41089","1","0","0"
"據說能使惠理子（情人節）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","惠理子（情人節）專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41090","1","0","0"
"據說能使靜流（情人節）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","靜流（情人節）專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41091","1","0","0"
"據說能使安突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","安專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41092","1","0","0"
"據說能使露突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","露專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41093","1","0","0"
"據說能使古蕾婭突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","古蕾婭專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41094","1","0","0"
"據說能使空花（大江戶）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","空花（大江戶）專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41095","1","0","0"
"據說能使妮諾（大江戶）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","妮諾（大江戶）專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41096","1","0","0"
"據說能使雷姆突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","雷姆專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41097","1","0","0"
"據說能使拉姆突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","拉姆專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41098","1","0","0"
"據說能使愛蜜莉雅突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","愛蜜莉雅專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41099","1","0","0"
"據說能使鈴奈（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","鈴奈（夏日）專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41100","1","0","0"
"據說能使伊緒（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","伊緒（夏日）專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41101","1","0","0"
"據說能使咲戀（夏日）突破力量極限並更為提升的戒指。裝備後能使角色Lv極限突破並超越主角Lv。","0","咲戀（夏日）專用戒指","22","9999","2015/12/17 15:00:00","0","2030/08/01 14:59:00","41103","1","0","0"
