fd66136be45aa1b3f92cc6d5ac8ae2f923bf751702d82e399f6538600fd01e85,63f837967d65c98f5076083cfdbb7de0fe716b729f51982cd980df7bcc8f599a,8e6f58baef42debc2c2abf7347a42461426c09f8df0ffdbb1a1bd1a5a85dafa2,087d8539499893ce8270f3c81f41873f8421312c472d5f9482f5fcb621711a72,183b6e5a6b736cd0ae95f20c7805dfc1dd41cd979b0a763cff9e1d13c151bd40,36ff8463529eba3a8a93a6e0ddc6371265028c09f1de08a23263f972dc4fc20a,32b466025cc8a88d050410fab496158d83a6d8b9079bfea7608c590c3760f5a0,cf90bde5decfb822a7d0e6f8277f84c7871ff2669bc9ba3f43a04c04fc15141f,23aa577a27be919ec8c224597efd52a44b2da0bd1e016c998ced02534826ae5a,18e7a3c16f5428e7b4bdcc220ba44e89e969108fe1fb7606845aa2b02cd3b912,98a1801bc32cb91df5d663415bdff77c43257ffddc8a6a9e10136901bdde15c4,3134cc41716b72d57bbcf772bbaccf336d048393fbf58f36a52ad503190802f2,89b3adccdb386566bf5f964232e6ff0fa03caa0bfb946eb0e029a47543ecdeb5,fa20ddbe8e5baedcd99f27f041daba1c275eed229c3d9db7a87975fe6592a02d,88f33493ecb0c66e56e640ac0566594318701674e02d900af6844bc86a641631,c0aa2aa38cc9db086525d20855325dfaa3fcc5917736a64a86caa202dff03d0a,1423460d0cb91dc14318916a9de0095f59887cd157abde1764b82eea85b635ae,11192a698c3e66dcd1bb979af1665143bd634f2479e8c18a072bc08a4dcbdeab,6a0bdb59a32cb8258d3359e92184651fdc92414fa67db2f1f7ebed1bc966d8f3,cb904141bdf7e7b47b197950c17207aa92dada9a740839107b010d529d3efb31,e0963974c97086bded1f038fbe78ad9b5a0475605d4bfd06a68b7484fc62c9ff,99d1206977c43fb6e3f663c57197fb8d3ca0c19dacbb39a75bba894069d3cf4a,7d106a6e6775e744bcea535f9c20f931b8c04ab691f7836a1e08128e1caada72,5d4cf0dcc4977caffbc099560578d31b4f3dcac3d3a83666e42eb2b8686a58cc,1f294ef687a22cf6ad862084f6ee48947ec61cb2a191adb0c9e34e12f2bbd2c6,ab9e2259758f11a8475160ef99a33c4fee3b7045e52c7521ec5646ccf88e557b,ae35cd54e022554b204eb81468bf93cc3343f43e4dae61f99a13025626778622,0cf4e1f04d2218acd3de415f827958a0e8fadab807fe36809f1d732212fb7891,2b5d58108f83f2fce548547cc8b2222a0ddc0a8ceaf0f503e2090e79d4287604,923ed82fa93d14f4c6e2b7005577499f7d6330a9cbdd3a92cbf3fbbd0812f141,9c8704470a0351cb046a12928c6a1f53a1edee5832388ea6caf5d2aa2dd59eef,5b789b001698468e3afe37c587ceea69148e369479c0575712fcbbad740b15be,3aad49d09731e7bccacfcd214ea2f1092a743cea355f708b2b833ca0a633db55,7446343f9ae0862706d6828b89c9285f2ce97018c37623bc3d690883103765c9,a9fcad049d0facf1a492dc2fa84d63c99b8efa33b7556e4b973e263b99545f56,c9ba6423e7892ebae1fda0a8cfa0e25eea731c0d15f5f7528c23357eff2ac19b,0df1110996ee857b28176c5efcbacd22e4583015f310a7cbdc7efbf3e1f1f8ce,bd5f0289640c2e2a12165fae1700b51273413668762a0ca6019d4645bc63e514,4dffa7447ca193e140d9753a80a7651a06291be455f274160febee40b8423515,118308bd6d2ec74714e8b32f8f313a2390f61d9b6e038aaaafe6fc7f547a4bfe
"0","0","bgm_M06","0","32011","1.2","bgm_M06","25001","-50","103531","0","0","0","90002","50","1","94002","3200701","4","0","90","40005","0","140001","0","0","1400","320110404","103531","0","90008","0","0","0","0","4","0","0","0","0"
"0","0","bgm_M06","0","32011","1.2","bgm_M06","25001","-50","103531","0","0","0","90002","50","1","94002","3200702","5","0","90","40005","0","140001","0","0","1400","320110405","103531","0","90008","0","0","0","0","4","0","0","0","90005"
"0","502011411","bgm_M126","0","32011","1","bgm_M126","140001","-50","103531","0.8","320110106","1.1","90009","100","5","90008","3200703","6","0","90","40004","0","94002","0.8","1","300","320110406","103531","0","90002","0","0.8","0","0","4","0","0.8","1","25001"
"0","502011421","bgm_M126","0","32011","1","bgm_M126","140001","-50","103531","0.8","320110107","0.8","90010","100","5","90008","3200703","7","0","90","40004","0","94002","0.8","1","300","320110407","103531","0","90002","0","0.8","0","0","4","0","1.1","1","25001"
"0","502011431","bgm_M64","0","32011","1","bgm_M64","140001","-50","103531","0.9","320110108","0","90011","100","3","90008","3200703","8","0","90","40004","0","94002","0","1","300","320110408","103531","0","90002","0","0","0","0","4","0","0","1","25001"
"0","502011441","bgm_M64","0","32011","1","bgm_M64","140001","-50","103531","1.5","320110109","0","90009","100","3","90008","3200703","9","0","90","40006","0","94002","0","1","300","320110409","103531","0","90002","0","0","0","0","4","0","0","1","25001"
"0","502011451","bgm_M63","0","32011","1","bgm_M63","25001","-50","103541","1.2","320110110","0","90002","100","3","94002","3200704","10","0","90","40007","0","140001","0","1","300","320110410","103541","0","90008","0","0","0","0","4","0","0","1","0"
"0","0","bgm_M06","0","32011","1.2","bgm_M06","25001","-50","103531","0","0","0","90002","50","1","94002","3200701","1","0","90","40005","0","140001","0","0","700","320110501","103531","0","90008","0","0","0","0","5","0","0","0","0"
"0","0","bgm_M06","0","32011","1.2","bgm_M06","25001","-50","103531","0","0","0","90002","50","1","94002","3200701","2","0","90","40005","0","140001","0","0","900","320110502","103531","0","90008","0","0","0","0","5","0","0","0","0"
"0","0","bgm_M06","0","32011","1.2","bgm_M06","25001","-50","103531","0","0","0","90002","50","1","94002","3200701","3","0","90","40005","0","140001","0","0","900","320110503","103531","0","90008","0","0","0","0","5","0","0","0","0"
"0","0","bgm_M06","0","32011","1.2","bgm_M06","25001","-50","103531","0","0","0","90002","50","1","94002","3200701","4","0","90","40005","0","140001","0","0","1400","320110504","103531","0","90008","0","0","0","0","5","0","0","0","0"
"0","0","bgm_M06","0","32011","1.2","bgm_M06","25001","-50","103531","0","0","0","90002","50","1","94002","3200702","5","0","90","40005","0","140001","0","0","1400","320110505","103531","0","90008","0","0","0","0","5","0","0","0","90005"
"0","502011511","bgm_M126","0","32011","1","bgm_M126","140001","-50","103531","0.8","320110106","1.1","90009","100","5","90008","3200703","6","0","90","40004","0","94002","0.8","1","300","320110506","103531","0","90002","0","0.8","0","0","5","0","0.8","1","25001"
"0","502011521","bgm_M126","0","32011","1","bgm_M126","140001","-50","103531","0.8","320110107","0.8","90010","100","5","90008","3200703","7","0","90","40004","0","94002","0.8","1","300","320110507","103531","0","90002","0","0.8","0","0","5","0","1.1","1","25001"
"0","502011531","bgm_M64","0","32011","1","bgm_M64","140001","-50","103531","0.9","320110108","0","90011","100","3","90008","3200703","8","0","90","40004","0","94002","0","1","300","320110508","103531","0","90002","0","0","0","0","5","0","0","1","25001"
"0","502011541","bgm_M64","0","32011","1","bgm_M64","140001","-50","103531","1.5","320110109","0","90009","100","3","90008","3200703","9","0","90","40006","0","94002","0","1","300","320110509","103531","0","90002","0","0","0","0","5","0","0","1","25001"
"0","502011551","bgm_M63","0","32011","1","bgm_M63","25001","-50","103541","1.2","320110110","0","90002","100","3","94002","3200704","10","0","90","40007","0","140001","0","1","300","320110510","103541","0","90008","0","0","0","0","5","0","0","1","0"
