4ebf2fb6fb0698f57c267620bf833cb6b6d75e36f2e2ee6eb5728778f678996a,63a5058001c9f3a337f74996151ba49b540d98ad99081d769ea1657b5e71b8f0,20ff79ef5660e3f045e27ca44c3772ee9e93453737c3772476df0433c8124b6f,d4ee17c683f99f909153748837b325f101c10bf1e2219dd1277b55a53308d784,066ae74d555f7a311cc4c7678ca037c3f4d7b6ac787c6281bac5fc603b568026,4138af59d7badeb865e5bcb94092c7f9d0122f20669a65bd63c10f9e8e8a15e4,4a7676e7741f0d53803ca1de448526790187cab84f6094706bd0c41892e9ebf4,1c6c16b23200ca6b51ee3e843570e65df97cf086bd14990a91f650c078d93603,9cc3aade1544d57cbc58f1e447b232674986813972cd6054e8f8b5dbd3403912,ff6a24d305e3c799d99868aec3ef8736b9e4560257e40942c956d31967a74e7b,06194a8f8c171062dae6f96d31640105d37f7e88bde17ea296cc0fa6d516a285,0fdae240239147f1e25de167d64512d3c528a13592dbe7f4d950017d3d8e98d5,33cbccd19305c9e2ae3bb5de45d1b8bfda86b4520b443c73d929c726362f0bdf,39fcaf00a00230eb91ee6ac471035082ff040f4f77b293cd7897e3e34b328c5c,9c8d705e4d06f65427e1e14e26162ee82e911c2a2325e71a38ac4c10ce0e6fbb,aff445f2e64def5f5978e987ec0be3a96a999a6cecffc51b8132b26c1e62c94c,7b3abed053604f0a6e313419b41d58a0375a2431a3b83a33c2e14f305dd231ce,f04fd7e1d04ca22d96804a35b6ee93269292ce9901e93d43274d5b6e8b3743e6,9858cf94bd05c6080abd9c724aa6dacaff6c1393d1ef71da5ba4c58c0058ef78,ddf892491fe30e7a93d449fe9e065d16f3f0c6decf5978efbee809cc8f578aef,3098a71d11cd24dc5a6e103d52ea70272304c6b53dd69ec3a48f5d63928cbe00
"91002","1269","0","-1","7","750","0","0","0","0","0","31232","10001","8","750","90006","2","1","2","0","1092"
"91002","1270","0","1","30","20000","0","0","0","0","0","31214","1","8","5000","90006","2","1","2","0","1093"
"91002","1271","0","2","30","15000","0","0","0","0","0","31214","2","8","5000","90006","2","1","2","0","1093"
"91002","1272","0","3","30","12000","0","0","0","0","0","31214","3","8","5000","90006","2","1","2","0","1093"
"91002","1273","0","20","30","10000","0","0","0","0","0","31214","4","8","5000","90006","2","1","2","0","1093"
"91002","1274","0","50","30","8000","0","0","0","0","0","31214","21","8","5000","90006","2","1","2","0","1093"
"91002","1275","0","150","25","6000","0","0","0","0","0","31214","51","8","4500","90006","2","1","2","0","1093"
"91002","1276","0","300","20","4000","0","0","0","0","0","31214","151","8","4000","90006","2","1","2","0","1093"
"91002","1277","0","700","18","3500","0","0","0","0","0","31214","301","8","3500","90006","2","1","2","0","1093"
"91002","1278","0","1500","16","3000","0","0","0","0","0","31214","701","8","3000","90006","2","1","2","0","1093"
"91002","1279","0","3000","14","2500","0","0","0","0","0","31214","1501","8","2500","90006","2","1","2","0","1093"
"91002","1280","0","5000","12","2000","0","0","0","0","0","31214","3001","8","2000","90006","2","1","2","0","1093"
"91002","1281","0","7000","10","1500","0","0","0","0","0","31214","5001","8","1500","90006","2","1","2","0","1093"
"91002","1282","0","10000","8","1000","0","0","0","0","0","31214","7001","8","1000","90006","2","1","2","0","1093"
"91002","1283","0","-1","7","750","0","0","0","0","0","31214","10001","8","750","90006","2","1","2","0","1093"
"91002","1284","0","1","30","20000","0","0","0","0","0","31043","1","8","5000","90006","2","1","2","0","1094"
"91002","1285","0","2","30","15000","0","0","0","0","0","31043","2","8","5000","90006","2","1","2","0","1094"
"91002","1286","0","3","30","12000","0","0","0","0","0","31043","3","8","5000","90006","2","1","2","0","1094"
"91002","1287","0","20","30","10000","0","0","0","0","0","31043","4","8","5000","90006","2","1","2","0","1094"
"91002","1288","0","50","30","8000","0","0","0","0","0","31043","21","8","5000","90006","2","1","2","0","1094"
"91002","1289","0","150","25","6000","0","0","0","0","0","31043","51","8","4500","90006","2","1","2","0","1094"
"91002","1290","0","300","20","4000","0","0","0","0","0","31043","151","8","4000","90006","2","1","2","0","1094"
"91002","1291","0","700","18","3500","0","0","0","0","0","31043","301","8","3500","90006","2","1","2","0","1094"
"91002","1292","0","1500","16","3000","0","0","0","0","0","31043","701","8","3000","90006","2","1","2","0","1094"
"91002","1293","0","3000","14","2500","0","0","0","0","0","31043","1501","8","2500","90006","2","1","2","0","1094"
"91002","1294","0","5000","12","2000","0","0","0","0","0","31043","3001","8","2000","90006","2","1","2","0","1094"
"91002","1295","0","7000","10","1500","0","0","0","0","0","31043","5001","8","1500","90006","2","1","2","0","1094"
"91002","1296","0","10000","8","1000","0","0","0","0","0","31043","7001","8","1000","90006","2","1","2","0","1094"
"91002","1297","0","-1","7","750","0","0","0","0","0","31043","10001","8","750","90006","2","1","2","0","1094"
"91002","1298","0","1","30","20000","0","0","0","0","0","31018","1","8","5000","90006","2","1","2","0","1095"
"91002","1299","0","2","30","15000","0","0","0","0","0","31018","2","8","5000","90006","2","1","2","0","1095"
"91002","1300","0","3","30","12000","0","0","0","0","0","31018","3","8","5000","90006","2","1","2","0","1095"
"91002","1301","0","20","30","10000","0","0","0","0","0","31018","4","8","5000","90006","2","1","2","0","1095"
"91002","1302","0","50","30","8000","0","0","0","0","0","31018","21","8","5000","90006","2","1","2","0","1095"
"91002","1303","0","150","25","6000","0","0","0","0","0","31018","51","8","4500","90006","2","1","2","0","1095"
"91002","1304","0","300","20","4000","0","0","0","0","0","31018","151","8","4000","90006","2","1","2","0","1095"
"91002","1305","0","700","18","3500","0","0","0","0","0","31018","301","8","3500","90006","2","1","2","0","1095"
"91002","1306","0","1500","16","3000","0","0","0","0","0","31018","701","8","3000","90006","2","1","2","0","1095"
"91002","1307","0","3000","14","2500","0","0","0","0","0","31018","1501","8","2500","90006","2","1","2","0","1095"
"91002","1308","0","5000","12","2000","0","0","0","0","0","31018","3001","8","2000","90006","2","1","2","0","1095"
"91002","1309","0","7000","10","1500","0","0","0","0","0","31018","5001","8","1500","90006","2","1","2","0","1095"
"91002","1310","0","10000","8","1000","0","0","0","0","0","31018","7001","8","1000","90006","2","1","2","0","1095"
"91002","1311","0","-1","7","750","0","0","0","0","0","31018","10001","8","750","90006","2","1","2","0","1095"
"91002","1312","0","1","30","20000","0","0","0","0","0","31145","1","8","5000","90006","2","1","2","0","1096"
"91002","1313","0","2","30","15000","0","0","0","0","0","31145","2","8","5000","90006","2","1","2","0","1096"
"91002","1314","0","3","30","12000","0","0","0","0","0","31145","3","8","5000","90006","2","1","2","0","1096"
"91002","1315","0","20","30","10000","0","0","0","0","0","31145","4","8","5000","90006","2","1","2","0","1096"
"91002","1316","0","50","30","8000","0","0","0","0","0","31145","21","8","5000","90006","2","1","2","0","1096"
"91002","1317","0","150","25","6000","0","0","0","0","0","31145","51","8","4500","90006","2","1","2","0","1096"
"91002","1318","0","300","20","4000","0","0","0","0","0","31145","151","8","4000","90006","2","1","2","0","1096"
"91002","1319","0","700","18","3500","0","0","0","0","0","31145","301","8","3500","90006","2","1","2","0","1096"
"91002","1320","0","1500","16","3000","0","0","0","0","0","31145","701","8","3000","90006","2","1","2","0","1096"
"91002","1321","0","3000","14","2500","0","0","0","0","0","31145","1501","8","2500","90006","2","1","2","0","1096"
"91002","1322","0","5000","12","2000","0","0","0","0","0","31145","3001","8","2000","90006","2","1","2","0","1096"
"91002","1323","0","7000","10","1500","0","0","0","0","0","31145","5001","8","1500","90006","2","1","2","0","1096"
"91002","1324","0","10000","8","1000","0","0","0","0","0","31145","7001","8","1000","90006","2","1","2","0","1096"
"91002","1325","0","-1","7","750","0","0","0","0","0","31145","10001","8","750","90006","2","1","2","0","1096"
"91002","1326","0","1","30","20000","0","0","0","0","0","31025","1","8","5000","90006","2","1","2","0","1097"
"91002","1327","0","2","30","15000","0","0","0","0","0","31025","2","8","5000","90006","2","1","2","0","1097"
"91002","1328","0","3","30","12000","0","0","0","0","0","31025","3","8","5000","90006","2","1","2","0","1097"
"91002","1329","0","20","30","10000","0","0","0","0","0","31025","4","8","5000","90006","2","1","2","0","1097"
"91002","1330","0","50","30","8000","0","0","0","0","0","31025","21","8","5000","90006","2","1","2","0","1097"
"91002","1331","0","150","25","6000","0","0","0","0","0","31025","51","8","4500","90006","2","1","2","0","1097"
"91002","1332","0","300","20","4000","0","0","0","0","0","31025","151","8","4000","90006","2","1","2","0","1097"
"91002","1333","0","700","18","3500","0","0","0","0","0","31025","301","8","3500","90006","2","1","2","0","1097"
"91002","1334","0","1500","16","3000","0","0","0","0","0","31025","701","8","3000","90006","2","1","2","0","1097"
"91002","1335","0","3000","14","2500","0","0","0","0","0","31025","1501","8","2500","90006","2","1","2","0","1097"
"91002","1336","0","5000","12","2000","0","0","0","0","0","31025","3001","8","2000","90006","2","1","2","0","1097"
"91002","1337","0","7000","10","1500","0","0","0","0","0","31025","5001","8","1500","90006","2","1","2","0","1097"
"91002","1338","0","10000","8","1000","0","0","0","0","0","31025","7001","8","1000","90006","2","1","2","0","1097"
"91002","1339","0","-1","7","750","0","0","0","0","0","31025","10001","8","750","90006","2","1","2","0","1097"
